weight,tweet,label
0.5238,timing was perfect this weekend tulips at sunrise on sunny day darkroom hours on rainy day livinginseattle,1
1,blazers won  beautiful sunny day gonna be great night come join me at east this evening ,1
0.8224,got done in the good weather by sawing the fallen branches from the course of the winter into smaller logs for the fire pit ,1
0.8208,its sunny out yeah hoppy easter to all ,1
0.5233,i wish this weather would stick around forever ,1
1,out and about enjoying this beautiful weather in houston ,1
0.8591,happy easter  nice weather in gunrue,1
1,i talked about that in thesun rt rt cant wait for the nights when the sun goes down its still warm out ,1
1,is it really suppose to be num degrees today this is going to be beautiful day lol,1
1, yes its going great im enjoying this weather and family ,1
0.7296,rt love this weather ,1
0.8019,all nighter for the sake of music beautiful rainy morning jammin to breezewaxs ep ,1
0.8249,today day beautiful weather  trip to snohomish with ian and eka  and doctor who premier with annie and ayla awesome,1
1,sunny weather makes me happyyyyy smiley ,1
0.4098,theres something about the sunshine baby im seein you in whole new light  out of this world for the first time baby ohh its so right ,1
0.753,loving resurrection sunday in the det thank your lord for good weather ,1
1,just trying to catch up on tv shows tonight room mate is checking in with family up north relaxing evening glad weather is good ,1
1, happyeaster to everybody the weather nice think might walk around for change,1
1,lovely weekend  lovely weather and lovely people and the big bunny visited me with new cd how lucky   happy face ,1
1,rt seattle is so beautiful at night when the weather is nice would never want to live anywhere else ,1
1,happy easter everyone enjoying this great weather with family and friends ,1
1,walk outside was nice  at least get to say enjoyed the weather today ,1
0.4176,its hot out here man hope it dont rai hella cookouts jumping,1
0.4167,rt rainy days make me want to have sex ,1
0.8103, yeah  think will do that  maybe go run on the sand at the beach its sunny and almost num ,1
0.7996, im good thanks smiley enjoying the fl weather and family time num ,1
0.6053, hope your having lovely day weather here is scorchingsmiley ,1
0.3955,thunder storms= cuddle time ,1
0.7979,rsnum budapest  hungary the high in budapest today is beautiful num degrees and sunny ,1
0.8237, no thunder storms forecast for denver tonight ,1
1,seattle weather is starting to heat up yay just hope it stays longer this time ,1
0.4249,off day from running so walked for an hour in sunny warm weather supposed to rain later but im not believer ,1
1,palm trees and num degrees im in heaven ,1
1,the sun is shining the weather is sweet make you want move your dancing feet ,1
0.8401,rt nice and hot out  whole block out,1
0.8005,num degrees  not cloud in the sky  finally back in the num feels good to be home ,1
1,so grateful to live on the beach smiley loving this weather,1
0.5515,sunny here smiley rt rainy here grnum day to write ff ,1
1,this is perfect sleeping weather anyway would you really want me to miss it ,1
1,pool time was great num day perfect weather now to make dinner got carvel cake for dessert yummy,1
1,happy easter everyone enjoy the perfect weather today ,1
0.8158,thats it sunny out there ,1
1,loved the weather today  sunny  no rain  no wind  it was beautiful thank you mother nature send more my way please ,1
1,the weather is great smiley comee rt love miami are you from there  thinking relocating in few years smiley ,1
0.6011,sunshine and my neighbors blasting big popa happy easter ,1
1,tomorrow is gonna be num degrees smiley ,1
0.4387,thunderstorms ,1
1,what wonderful day it was sunny and num so nice to be able to air out the house some and enjoy the outside with my boys ,1
1,just nice sunny and breezy day cooked ribs on the grill and stayed at home gas is too high to go anywhere these days ,1
1,enjoying cup of coffee  nice weather  just sitting outside my balcony smiley ,1
1,last day beautiful sunny day to end the season alta ski area ,1
1,rt lady in the powhite tollbooth just thanked me for the weather on day like this  ill gladly take credit rva,1
0.5882,aftermath food coma happy easter num degrees smiley num sunny lane ,1
0.7939,enjoying the barely warm enough weather at my parents ,1
0.7932,bang ass birthday weather smiley ,1
1,today was perrty warm it felt good as hell outside lowkeyyyy its ygn gang over everything teamyungg forever,1
1,rt beautiful nite weather wise,1
1,i love this weather num ,1
0.5548,a dougherty easter is like christmas  with warmer weather  less arguing with no football  but same amount of beer goodtimes,1
0.8083, pretty good  thanks just went to the park enjoying this gorgeous weather how are you ,1
0.4396,working today was torture because it was the first warm sunny day in the puget sound ,1
0.602,loving having jeep with weather like this hope everyone is having happy easter ,1
0.822,best meal ever with plus beer and hot weather awesome ,1
0.7925,im kinda diggin this weather aura its relaxing,1
0.6149,rt such nice day with the family and the weather just topped it off ,1
1,we need more of this weather more often,1
1, we had snow num days ago  and num degree weather today ,1
1,best weather in atlanta today makes for great night  off to eat dinner and later djing at tantra ,1
0.7972,rt ayyyeee now this is that gboro weather im talkin bout,1
0.6478,f friends good weather bbq pool lakers game goodliving,1
0.8159,never been so happy for rainy easter my kids already have chocolate hangovers the day is young ,1
0.6053,coffees  cinema  lazy sunny day in the park  lazy day in my garden  gig  two lovely roast dinners too much chocoloate ,1
1, love it looks like nice day in mn were having nice day  too sunshine ,1
0.8103, actually right now is when its warm and the snow on the mountains hasnt melted yet its the most beautiful right now,1
0.5696,rt weather like this cant wait till summer goodlife,1
0.4054, its shit day to go to church  its sunny outside hate youth churches  id rather go to mine if was,1
0.7916,rt i will personally kill num goats and num cows to have the weather stay like this all week long ,1
0.61,rt football season hot  rainy  cold nights the band restaurants afterwards home coming ahhh num ,1
1,im sipping hot tea  wearing dress  and enjoying this glorious weather best day in long time smiley happy easter ,1
1,spending easter with family and friends in beautiful weather happy easter everyone ,1
1,the weather is perfect cruising on the freeway np miguel  sure thing  happy easter to all get outside enjoy life ,1
1,the sun is way up in the sky slowly burning off this ocean fog we have again this morning nice warmer sunny easter is in the making ,1
0.7417,lying in the sunshine listening to the wonderful richard hawley album  trueloves gutter  buy it  steal it  just get it ,1
0.4072,i wish could go on vacation somewhere sunny num ,1
0.8339,hey dallas coming your way this week looking forward to warmer temps smiley heatwave,1
0.4008,spring weather finally here  time to take control of life  you decide in which directions you will head ,1
0.829,good morning and happy easter great day shaping up with sunny skies and warm air temps currently in the num near the shore and num inland ,1
1,perfect weather to sit out on the beach nd light couple jaysss smiley ,1
0.8183,num degrees and slight breeze tonight perfect for sitting on back deck with the puppies ,1
0.8308,tennis outside today with its so sunny out cant waitttt,1
0.8142,rt loving the miami weather,1
0.5881,while the weather is nice imma hit this track up like boss lol cant stop listening to the lonely island,1
0.6078,its so sunny and warm here that just by being outside for num minutes got tan ,1
1,happy easter dinner with the burns family in raleigh and its num and sunny lifeisgood,1
1,i num ,1
1,i love this weather ,1
0.5989,rt ok just arrived and like australia like the weather  the accents  the girls  the water  the excitement  the girl ,1
1,its beautifullllll out perfect weather to wear my sundress num ,1
1,today is some perfect weather for some carne asada nice blunt nd chill wit da f ,1
